review_id,review_text,complaint_label,severity_label,stars,sentiment_label
RC005753,"From start to finish, I thought the pasta was reasonably priced compared to similar places nearby.",Pricing Issue,Low,4,Positive
RC005754,"I've visited a few times before, and getting the bill alone took almost 20 minutes after we asked for it. I felt this was completely unacceptable and possibly dangerous. It took forever for anyone to even come take our order.",Service Delay,Critical,1,Negative
RC005755,"I really wanted to like this place, but there was an unexpected delivery fee added at checkout that wasn't shown earlier. This really ruined the experience for us. In addition, the music was so loud we could barely hear each other talk. I left feeling quite upset about the whole thing.",Pricing Issue,High,2,Negative
RC005756,"I've visited a few times before, and there were hidden charges on my bill that were never mentioned upfront. Multiple things went wrong and it was exhausting. The final bill had extra charges we were never told about beforehand. It was a pretty disappointing visit overall. To make matters worse, the cashier rolled their eyes and snapped at us when we asked for a refill.",Pricing Issue,High,2,Negative
RC005757,"Overall, the host was polite enough, though a bit distracted throughout our visit.",Staff Behavior,Medium,4,Neutral
RC005758,"To be fair, the delivery was supposed to come in 30 minutes but took nearly 90. It was a pretty disappointing visit overall. My order from the hotel arrived almost two hours after the estimated time. It was a pretty disappointing visit overall. In addition, the manager was aggressive and unprofessional when I asked for a resolution. I don't think I'll be coming back after this.",Service Delay,High,1,Negative
RC005759,"I've visited a few times before, and the prices at this theatre feel really steep for what you actually get. This crossed a line and needs to be addressed urgently. As if that wasn't enough, the manager refused to listen and was condescending throughout the conversation. This crossed a line and needs to be addressed urgently.",Pricing Issue,Critical,1,Negative
RC005760,"To be fair, something about this resort just didn't sit right with me, hard to pin down exactly what. Just a small thing, but worth mentioning. I can't quite explain it, but the visit left a bad taste, figuratively speaking. It slightly took away from the experience.",General Dissatisfaction,Low,3,Negative
RC005761,"Overall, the duty manager was polite enough, though a bit distracted throughout our visit. Not bad, but not something I'd rave about either.",Staff Behavior,Low,3,Neutral
RC005762,"Honestly, the washroom floor was wet and grimy, definitely not up to standard. Also, my sushi roll came out burnt around the edges and overdone. I don't think I'll be coming back after this.",Cleanliness Issue,High,1,Negative
RC005763,"This was my first time here, and the support executive was on their phone the entire time instead of attending to customers. It definitely affected the overall experience.",Staff Behavior,Medium,3,Negative
RC005764,"Honestly, for the quality, the spa is way overpriced compared to similar places nearby. It put a damper on what should've been a nice visit. The prices at this bowling alley feel really steep for what you actually get.",Pricing Issue,Medium,3,Neutral
RC005765,"To be fair, we stood in line for ages with no updates on how much longer it would take. As if that wasn't enough, the the front desk staff handled food without gloves, which felt really unhygienic. I felt this was completely unacceptable and possibly dangerous.",Service Delay,Critical,1,Negative
RC005766,"I have to say, the waiter handled food without gloves, which felt really unhygienic. This felt like a genuine safety concern, not just bad service. In addition, nobody explained what was happening or why there was a delay. This felt like a genuine safety concern, not just bad service.",Cleanliness Issue,Critical,1,Negative
RC005767,"The receipt listed an item we never actually got served. I don't think I'll be coming back after this. We were billed for a premium tomato soup but received the regular version. Also, the total on the receipt didn't match what we actually ordered at all. It was a pretty disappointing visit overall.",Pricing Issue,High,1,Negative
RC005768,"I have to say, I bit into the omelette and realized it wasn't cooked through properly. It definitely affected the overall experience. My fried rice came out raw in parts, which felt unsafe to eat.",Food Quality,Medium,2,Negative
RC005769,"I've visited a few times before, and I stood at the counter for several minutes before anyone even acknowledged me. In addition, I asked for extra spicy but the chicken curry came out completely mild.",Staff Behavior,High,2,Negative
RC005770,"This was my first time here, and I bit into the omelette and realized it wasn't cooked through properly. I felt this was completely unacceptable and possibly dangerous.",Food Quality,Critical,1,Negative
RC005771,"Honestly, the flavors in the omelette were spot on, nothing bland or off about it. Honestly, hard to find anything to complain about.",Food Quality,Low,4,Positive
RC005772,"Honestly, overall it was an average experience at this salon, nothing stood out much either way. I'd probably give it another shot if I was in the area.",General Dissatisfaction,Medium,3,Neutral
RC005773,"Not going to lie, the portion size of the pizza slice was tiny for the price we paid. Worse still, the final bill had extra charges we were never told about beforehand. It wasn't what I expected for the price I paid.",Food Quality,Medium,3,Neutral
